date,CR_prod,CR_inv,CR_demand,G_prod,G_inv,G_demand,iron_ore_price,steel_operating_rate,steel_capacity_idx,auto_prod,auto_domestic_ship,auto_export_ship,appliance_prod_idx,appliance_ship_idx,construction_order_amt,usdkrw_avg,leading_idx,gov_bond_3y_avg,CR_prod_lag1,CR_prod_lag2,CR_inv_lag1,CR_inv_lag2,CR_demand_lag1,CR_demand_lag2,G_prod_lag1,G_prod_lag2,G_inv_lag1,G_inv_lag2,G_demand_lag1,G_demand_lag2,iron_ore_price_lag1,iron_ore_price_lag2,steel_operating_rate_lag1,steel_operating_rate_lag2,steel_capacity_idx_lag1,steel_capacity_idx_lag2,auto_prod_lag1,auto_prod_lag2,auto_domestic_ship_lag1,auto_domestic_ship_lag2,auto_export_ship_lag1,auto_export_ship_lag2,appliance_prod_idx_lag1,appliance_prod_idx_lag2,appliance_ship_idx_lag1,appliance_ship_idx_lag2,construction_order_amt_lag1,construction_order_amt_lag2,usdkrw_avg_lag1,usdkrw_avg_lag2,leading_idx_lag1,leading_idx_lag2,gov_bond_3y_avg_lag1,gov_bond_3y_avg_lag2,construction_order_amt_lag3,construction_order_amt_lag6,CR_demand_ma3,CR_demand_std3,construction_order_amt_pct,auto_prod_pct,CR_prod_pct,covid_dummy,posco_flood_dummy,month,target_month,target
2025-01-01,797,684,734,816,475,747,103.78,94.0,99.1,290705,90849,199796,95.1,99.1,14690516,1455.5,116.5,2.57,770.0,682.0,624.0,578.0,720.0,721.0,768.0,692.0,413.0,383.0,696.0,636.0,105.34,103.98,95.4,96.9,99.0,99.0,373143.0,344423.0,119313.0,124096.0,251701.0,224672.0,109.8,93.4,92.1,91.1,15483411.0,18271585.0,1436.78,1394.32,116.5,116.5,2.59,2.86,15876341.0,16387224.0,725.0,7.810249675906173,-5.120932332029426,-22.092870561688148,3.506493506493502,0,0,1,2,-7.901907356948223
2025-02-01,614,617,676,598,393,649,108.2,90.0,99.1,352045,112682,233082,98.7,101.4,14726030,1445.58,116.9,2.61,797.0,770.0,684.0,624.0,734.0,720.0,816.0,768.0,475.0,413.0,747.0,696.0,103.78,105.34,94.0,95.4,99.1,99.0,290705.0,373143.0,90849.0,119313.0,199796.0,251701.0,95.1,109.8,99.1,92.1,14690516.0,15483411.0,1455.5,1436.78,116.5,116.5,2.57,2.59,18271585.0,14258379.0,710.0,30.26549190084299,0.24174780518260164,21.100428269207615,-22.961104140526977,0,0,2,3,-0.887573964497046
2025-03-01,667,607,670,723,354,697,103.65,91.6,99.1,370486,124383,240821,94.3,99.1,17204492,1457.92,117.6,2.59,614.0,797.0,617.0,684.0,676.0,734.0,598.0,816.0,393.0,475.0,649.0,747.0,108.2,103.78,90.0,94.0,99.1,99.1,352045.0,290705.0,112682.0,90849.0,233082.0,199796.0,98.7,95.1,101.4,99.1,14726030.0,14690516.0,1445.58,1455.5,116.9,116.5,2.61,2.57,15483411.0,17120356.0,693.3333333333334,35.345909711497406,16.830483164844836,5.238250791802179,8.63192182410424,0,0,3,4,14.925373134328357
2025-04-01,726,558,770,831,461,776,100.91,94.4,99.1,385676,129231,247193,91.5,89.9,15425522,1441.92,118.1,2.4,667.0,614.0,607.0,617.0,670.0,676.0,723.0,598.0,354.0,393.0,697.0,649.0,103.65,108.2,91.6,90.0,99.1,99.1,370486.0,352045.0,124383.0,112682.0,240821.0,233082.0,94.3,98.7,99.1,101.4,17204492.0,14726030.0,1457.92,1445.58,117.6,116.9,2.59,2.61,14690516.0,15876341.0,705.3333333333334,56.083271421461546,-10.340148375203405,4.100019973764191,8.845577211394296,0,0,4,5,-6.233766233766236
2025-05-01,699,531,722,797,457,768,100.27,93.8,99.1,359212,113743,246469,86.7,88.6,17349218,1390.7,118.6,2.33,726.0,667.0,558.0,607.0,770.0,670.0,831.0,723.0,461.0,354.0,776.0,697.0,100.91,103.65,94.4,91.6,99.1,99.1,385676.0,370486.0,129231.0,124383.0,247193.0,240821.0,91.5,94.3,89.9,99.1,15425522.0,17204492.0,1441.92,1457.92,118.1,117.6,2.4,2.59,14726030.0,18271585.0,720.6666666666666,50.01333155602939,12.470864843342099,-6.861718126095484,-3.7190082644628086,0,0,5,6,-4.986149584487531
2025-06-01,699,465,686,782,365,749,96.17,94.6,99.1,353540,118294,244430,85.2,85.2,17847329,1365.15,119.1,2.44,699.0,726.0,531.0,558.0,722.0,770.0,797.0,831.0,457.0,461.0,768.0,776.0,100.27,100.91,93.8,94.4,99.1,99.1,359212.0,385676.0,113743.0,129231.0,246469.0,247193.0,86.7,91.5,88.6,89.9,17349218.0,15425522.0,1390.7,1441.92,118.6,118.1,2.33,2.4,17204492.0,15483411.0,726.0,42.142615011410875,2.871086178062887,-1.5790118370210382,0.0,0,0,6,7,3.0612244897959107
2025-07-01,752,576,707,866,352,800,101.22,93.8,99.1,316630,111531,212091,97.3,84.4,24157048,1376.92,120.1,2.47,699.0,699.0,465.0,531.0,686.0,722.0,782.0,797.0,365.0,457.0,749.0,768.0,96.17,100.27,94.6,93.8,99.1,99.1,353540.0,359212.0,118294.0,113743.0,244430.0,246469.0,85.2,86.7,85.2,88.6,17847329.0,17349218.0,1365.15,1390.7,119.1,118.6,2.44,2.33,15425522.0,14690516.0,705.0,18.083141320024943,35.353856030781984,-10.440119929852354,7.582260371959948,0,0,7,8,3.2531824611032434
2025-08-01,751,595,730,789,340,768,103.29,93.3,99.1,321030,111676,200253,87.1,83.7,22419136,1389.86,120.9,2.43,752.0,699.0,576.0,465.0,707.0,686.0,866.0,782.0,352.0,365.0,800.0,749.0,101.22,96.17,93.8,94.6,99.1,99.1,316630.0,353540.0,111531.0,118294.0,212091.0,244430.0,97.3,85.2,84.4,85.2,24157048.0,17847329.0,1376.92,1365.15,120.1,119.1,2.47,2.44,17349218.0,14726030.0,707.6666666666666,22.007574453658616,-7.194223400143929,1.3896345892682405,-0.13297872340425343,0,0,8,9,2.876712328767117
2025-09-01,751,591,751,792,199,744,106.41,94.9,99.1,334359,125300,228361,86.7,85.3,12642359,1392.38,121.2,2.46,751.0,752.0,595.0,576.0,730.0,707.0,789.0,866.0,340.0,352.0,768.0,800.0,103.29,101.22,93.3,93.8,99.1,99.1,321030.0,316630.0,111676.0,111531.0,200253.0,212091.0,87.1,97.3,83.7,84.4,22419136.0,24157048.0,1389.86,1376.92,120.9,120.1,2.43,2.47,17847329.0,17204492.0,729.3333333333334,22.007574453658616,-43.60907128624404,4.151948416035878,0.0,0,0,9,10,-10.78561917443409
2025-10-01,697,613,670,778,240,707,106.87,91.8,99.1,302720,103190,202904,75.7,75.2,12093912,1424.83,121.5,2.6,751.0,751.0,591.0,595.0,751.0,730.0,792.0,789.0,199.0,340.0,744.0,768.0,106.41,103.29,94.9,93.3,99.1,99.1,334359.0,321030.0,125300.0,111676.0,228361.0,200253.0,86.7,87.1,85.3,83.7,12642359.0,22419136.0,1392.38,1389.86,121.2,120.9,2.46,2.43,24157048.0,15425522.0,717.0,42.035699113967326,-4.338169798848456,-9.462583630169963,-7.190412782956058,0,0,10,11,-3.432835820895519
2025-11-01,570,533,647,673,384,730,106.23,89.0,99.0,354266,117068,236649,81.7,81.2,19355942,1460.44,122.2,2.88,697.0,751.0,613.0,591.0,670.0,751.0,778.0,792.0,240.0,199.0,707.0,744.0,106.87,106.41,91.8,94.9,99.1,99.1,302720.0,334359.0,103190.0,125300.0,202904.0,228361.0,75.7,86.7,75.2,85.3,12093912.0,12642359.0,1424.83,1392.38,121.5,121.2,2.6,2.46,22419136.0,17349218.0,689.3333333333334,54.62905209989761,60.04698893129039,17.02761627906977,-18.22094691535151,0,0,11,12,-12.055641421947449
2025-12-01,651,611,569,752,405,694,107.59,90.2,98.5,362814,116558,244878,80.4,73.1,17354093,1467.14,123.1,3.01,570.0,697.0,533.0,613.0,647.0,670.0,673.0,778.0,384.0,240.0,730.0,707.0,106.23,106.87,89.0,91.8,99.0,99.1,354266.0,302720.0,117068.0,103190.0,236649.0,202904.0,81.7,75.7,81.2,75.2,19355942.0,12093912.0,1460.44,1424.83,122.2,121.5,2.88,2.6,12642359.0,17847329.0,628.6666666666666,52.9370695574786,-10.342296954599261,2.4128762003692072,14.210526315789473,0,0,12,1,19.357818339783808
2026-01-01,770,647,729,825,462,738,107.45,94.0,98.4,360500,103554,246574,78.3,77.6,17416723,1456.28,124.2,3.04,651.0,570.0,611.0,533.0,569.0,647.0,752.0,673.0,405.0,384.0,694.0,730.0,107.59,106.23,90.2,89.0,98.5,99.0,362814.0,354266.0,116558.0,117068.0,244878.0,236649.0,80.4,81.7,73.1,81.2,17354093.0,19355942.0,1467.14,1460.44,123.1,122.2,3.01,2.88,12093912.0,24157048.0,648.3333333333334,80.0083328993507,0.360894689224045,-0.6377923674389607,18.279569892473123,0,0,1,2,-6.310013717421126
2026-02-01,685,642,683,721,499,668,100.97,95.6,98.4,278250,96678,200597,67.9,71.9,19836565,1448.38,125.2,3.17,770.0,651.0,647.0,611.0,729.0,569.0,825.0,752.0,462.0,405.0,738.0,694.0,107.45,107.59,94.0,90.2,98.4,98.5,360500.0,362814.0,103554.0,116558.0,246574.0,244878.0,78.3,80.4,77.6,73.1,17416723.0,17354093.0,1456.28,1467.14,124.2,123.1,3.04,3.01,19355942.0,22419136.0,660.3333333333334,82.37313477908513,13.893784726323076,-22.815533980582526,-11.038961038961038,0,0,2,3,4.0995607613469875
