date,HR_prod,HR_inv,HR_demand,CR_prod,CR_inv,CR_demand,iron_ore_price,steel_operating_rate,steel_capacity_idx,auto_prod,auto_domestic_ship,auto_export_ship,appliance_prod_idx,appliance_ship_idx,construction_order_amt,usdkrw_avg,leading_idx,gov_bond_3y_avg,HR_prod_lag1,HR_prod_lag2,HR_inv_lag1,HR_inv_lag2,HR_demand_lag1,HR_demand_lag2,CR_prod_lag1,CR_prod_lag2,CR_inv_lag1,CR_inv_lag2,CR_demand_lag1,CR_demand_lag2,iron_ore_price_lag1,iron_ore_price_lag2,steel_operating_rate_lag1,steel_operating_rate_lag2,steel_capacity_idx_lag1,steel_capacity_idx_lag2,auto_prod_lag1,auto_prod_lag2,auto_domestic_ship_lag1,auto_domestic_ship_lag2,auto_export_ship_lag1,auto_export_ship_lag2,appliance_prod_idx_lag1,appliance_prod_idx_lag2,appliance_ship_idx_lag1,appliance_ship_idx_lag2,construction_order_amt_lag1,construction_order_amt_lag2,usdkrw_avg_lag1,usdkrw_avg_lag2,leading_idx_lag1,leading_idx_lag2,gov_bond_3y_avg_lag1,gov_bond_3y_avg_lag2,construction_order_amt_lag3,construction_order_amt_lag6,HR_demand_ma3,HR_demand_std3,construction_order_amt_pct,auto_prod_pct,HR_prod_pct,covid_dummy,posco_flood_dummy,month,target_month,target
2024-03-01,3284.0,913.0,1401.0,785,500,792,110.19,98.3,99.5,365521,120806,246892,96.8,96.0,14639238,1331.63,113.9,3.31,2945.0,3196.0,823.0,804.0,1215.0,1425.0,714.0,771.0,508.0,455.0,662.0,746.0,125.93,136.59,101.6,98.9,99.5,99.5,300499.0,358011.0,99671.0,103355.0,198733.0,243243.0,106.6,106.9,101.8,91.2,15529487.0,14382068.0,1331.37,1325.67,113.7,113.2,3.35,3.27,18217171.0,14178389.0,1347.0,114.94346436400792,-5.7326362422660875,21.638008778731365,11.511035653650259,0,0,3,4,-3.5688793718772316
2024-04-01,3005.0,752.0,1351.0,723,517,709,112.23,97.4,99.4,394363,119545,270711,106.4,96.7,17912602,1369.25,114.5,3.44,3284.0,2945.0,913.0,823.0,1401.0,1215.0,785.0,714.0,500.0,508.0,792.0,662.0,110.19,125.93,98.3,101.6,99.5,99.5,365521.0,300499.0,120806.0,99671.0,246892.0,198733.0,96.8,106.6,96.0,101.8,14639238.0,15529487.0,1331.63,1331.37,113.9,113.7,3.31,3.35,14382068.0,15313893.0,1322.3333333333333,96.2566015052126,22.360207546321732,7.890654709305345,-8.495736906211937,0,0,4,5,-3.774981495188745
2024-05-01,2657.0,728.0,1300.0,690,530,683,119.24,92.1,99.4,372636,117128,255591,116.6,96.4,15973135,1365.05,114.8,3.43,3005.0,3284.0,752.0,913.0,1351.0,1401.0,723.0,785.0,517.0,500.0,709.0,792.0,112.23,110.19,97.4,98.3,99.4,99.5,394363.0,365521.0,119545.0,120806.0,270711.0,246892.0,106.4,96.8,96.7,96.0,17912602.0,14639238.0,1369.25,1331.63,114.5,113.9,3.44,3.31,15529487.0,11096593.0,1350.6666666666667,50.50082507576787,-10.827388449762909,-5.509391093992089,-11.58069883527454,0,0,5,6,-1.538461538461533
2024-06-01,2957.0,770.0,1280.0,742,567,701,108.1,93.9,99.4,353788,112498,252341,106.0,94.3,19364030,1379.95,115.2,3.26,2657.0,3005.0,728.0,752.0,1300.0,1351.0,690.0,723.0,530.0,517.0,683.0,709.0,119.24,112.23,92.1,97.4,99.4,99.4,372636.0,394363.0,117128.0,119545.0,255591.0,270711.0,116.6,106.4,96.4,96.7,15973135.0,17912602.0,1365.05,1369.25,114.8,114.5,3.43,3.44,14639238.0,18217171.0,1310.3333333333333,36.61056313870775,21.228738128113235,-5.058019085649268,11.290929619872037,0,0,6,7,3.671874999999991
2024-07-01,3027.0,727.0,1327.0,751,597,723,107.39,93.2,99.3,290612,110556,200112,103.8,93.2,16387224,1383.37,115.4,3.08,2957.0,2657.0,770.0,728.0,1280.0,1300.0,742.0,690.0,567.0,530.0,701.0,683.0,108.1,119.24,93.9,92.1,99.4,99.4,353788.0,372636.0,112498.0,117128.0,252341.0,255591.0,106.0,116.6,94.3,96.4,19364030.0,15973135.0,1379.95,1365.05,115.2,114.8,3.26,3.43,17912602.0,14382068.0,1302.3333333333333,23.586719427112058,-15.372864016426336,-17.857021719221677,2.3672641190395582,0,0,7,8,4.822908816880189
2024-08-01,3276.0,812.0,1391.0,790,608,778,100.91,97.3,99.0,299649,106092,189893,104.6,92.2,14258379,1352.87,115.6,2.92,3027.0,2957.0,727.0,770.0,1327.0,1280.0,751.0,742.0,597.0,567.0,723.0,701.0,107.39,108.1,93.2,93.9,99.3,99.4,290612.0,353788.0,110556.0,112498.0,200112.0,252341.0,103.8,106.0,93.2,94.3,16387224.0,19364030.0,1383.37,1379.95,115.4,115.2,3.08,3.26,15973135.0,15529487.0,1332.6666666666667,55.71654452075525,-12.990882409369641,3.109644474419504,8.225966303270571,0,0,8,9,-3.738317757009346
2024-09-01,2937.0,679.0,1339.0,722,614,719,96.24,95.5,99.0,307251,105948,205674,97.0,83.7,17120356,1332.76,115.9,2.87,3276.0,3027.0,812.0,727.0,1391.0,1327.0,790.0,751.0,608.0,597.0,778.0,723.0,100.91,107.39,97.3,93.2,99.0,99.3,299649.0,290612.0,106092.0,110556.0,189893.0,200112.0,104.6,103.8,92.2,93.2,14258379.0,16387224.0,1352.87,1383.37,115.6,115.4,2.92,3.08,19364030.0,14639238.0,1352.3333333333333,34.019602192461015,20.072246641781643,2.5369682528558313,-10.347985347985345,0,0,9,10,-3.286034353995515
2024-10-01,2939.0,712.0,1295.0,735,620,727,106.61,97.3,99.0,367584,124587,243483,101.9,84.6,15876341,1365.37,116.2,2.91,2937.0,3276.0,679.0,812.0,1339.0,1391.0,722.0,790.0,614.0,608.0,719.0,778.0,96.24,100.91,95.5,97.3,99.0,99.0,307251.0,299649.0,105948.0,106092.0,205674.0,189893.0,97.0,104.6,83.7,92.2,17120356.0,14258379.0,1332.76,1352.87,115.9,115.6,2.87,2.92,16387224.0,17912602.0,1341.6666666666667,48.05552344250661,-7.266291658888402,19.636388490192047,0.06809669731018264,0,0,10,11,8.725868725868736
2024-11-01,3040.0,719.0,1408.0,682,578,721,103.98,96.9,99.0,344423,124096,224672,93.4,91.1,18271585,1394.32,116.5,2.86,2939.0,2937.0,712.0,679.0,1295.0,1339.0,735.0,722.0,620.0,614.0,727.0,719.0,106.61,96.24,97.3,95.5,99.0,99.0,367584.0,307251.0,124587.0,105948.0,243483.0,205674.0,101.9,97.0,84.6,83.7,15876341.0,17120356.0,1365.37,1332.76,116.2,115.9,2.91,2.87,14258379.0,15973135.0,1347.3333333333333,56.95904961753934,15.086876755796563,-6.30087272568991,3.43654304185097,0,0,11,12,-5.042613636363635
2024-12-01,3031.0,641.0,1337.0,770,624,720,105.34,95.4,99.0,373143,119313,251701,109.8,92.1,15483411,1436.78,116.5,2.59,3040.0,2939.0,719.0,712.0,1408.0,1295.0,682.0,735.0,578.0,620.0,721.0,727.0,103.98,106.61,96.9,97.3,99.0,99.0,344423.0,367584.0,124096.0,124587.0,224672.0,243483.0,93.4,101.9,91.1,84.6,18271585.0,15876341.0,1394.32,1365.37,116.5,116.2,2.86,2.91,17120356.0,19364030.0,1346.6666666666667,57.11683931498057,-15.259617597488118,8.33858366020852,-0.2960526315789469,0,0,12,1,2.692595362752437
2025-01-01,3173.0,689.0,1373.0,797,684,734,103.78,94.0,99.1,290705,90849,199796,95.1,99.1,14690516,1455.5,116.5,2.57,3031.0,3040.0,641.0,719.0,1337.0,1408.0,770.0,682.0,624.0,578.0,720.0,721.0,105.34,103.98,95.4,96.9,99.0,99.0,373143.0,344423.0,119313.0,124096.0,251701.0,224672.0,109.8,93.4,92.1,91.1,15483411.0,18271585.0,1436.78,1394.32,116.5,116.5,2.59,2.86,15876341.0,16387224.0,1372.6666666666667,35.501173689517735,-5.120932332029426,-22.092870561688148,4.684922467832409,0,0,1,2,-5.462490895848504
2025-02-01,2705.0,796.0,1298.0,614,617,676,108.2,90.0,99.1,352045,112682,233082,98.7,101.4,14726030,1445.58,116.9,2.61,3173.0,3031.0,689.0,641.0,1373.0,1337.0,797.0,770.0,684.0,624.0,734.0,720.0,103.78,105.34,94.0,95.4,99.1,99.0,290705.0,373143.0,90849.0,119313.0,199796.0,251701.0,95.1,109.8,99.1,92.1,14690516.0,15483411.0,1455.5,1436.78,116.5,116.5,2.57,2.59,18271585.0,14258379.0,1336.0,37.50999866702177,0.24174780518260164,21.100428269207615,-14.7494484714781,0,0,2,3,12.018489984591675
2025-03-01,3088.0,789.0,1454.0,667,607,670,103.65,91.6,99.1,370486,124383,240821,94.3,99.1,17204492,1457.92,117.6,2.59,2705.0,3173.0,796.0,689.0,1298.0,1373.0,614.0,797.0,617.0,684.0,676.0,734.0,108.2,103.78,90.0,94.0,99.1,99.1,352045.0,290705.0,112682.0,90849.0,233082.0,199796.0,98.7,95.1,101.4,99.1,14726030.0,14690516.0,1445.58,1455.5,116.9,116.5,2.61,2.57,15483411.0,17120356.0,1375.0,78.01922839915795,16.830483164844836,5.238250791802179,14.158964879852132,0,0,3,4,-0.13755158184318717
2025-04-01,3090.0,658.0,1452.0,726,558,770,100.91,94.4,99.1,385676,129231,247193,91.5,89.9,15425522,1441.92,118.1,2.4,3088.0,2705.0,789.0,796.0,1454.0,1298.0,667.0,614.0,607.0,617.0,670.0,676.0,103.65,108.2,91.6,90.0,99.1,99.1,370486.0,352045.0,124383.0,112682.0,240821.0,233082.0,94.3,98.7,99.1,101.4,17204492.0,14726030.0,1457.92,1445.58,117.6,116.9,2.59,2.61,14690516.0,15876341.0,1401.3333333333333,89.49487881065212,-10.340148375203405,4.100019973764191,0.06476683937823857,0,0,4,5,-3.9944903581267233
2025-05-01,3105.0,667.0,1394.0,699,531,722,100.27,93.8,99.1,359212,113743,246469,86.7,88.6,17349218,1390.7,118.6,2.33,3090.0,3088.0,658.0,789.0,1452.0,1454.0,726.0,667.0,558.0,607.0,770.0,670.0,100.91,103.65,94.4,91.6,99.1,99.1,385676.0,370486.0,129231.0,124383.0,247193.0,240821.0,91.5,94.3,89.9,99.1,15425522.0,17204492.0,1441.92,1457.92,118.1,117.6,2.4,2.59,14726030.0,18271585.0,1433.3333333333333,34.078341117685206,12.470864843342099,-6.861718126095484,0.4854368932038833,0,0,5,6,-1.147776183644189
2025-06-01,3087.0,567.0,1378.0,699,465,686,96.17,94.6,99.1,353540,118294,244430,85.2,85.2,17847329,1365.15,119.1,2.44,3105.0,3090.0,667.0,658.0,1394.0,1452.0,699.0,726.0,531.0,558.0,722.0,770.0,100.27,100.91,93.8,94.4,99.1,99.1,359212.0,385676.0,113743.0,129231.0,246469.0,247193.0,86.7,91.5,88.6,89.9,17349218.0,15425522.0,1390.7,1441.92,118.6,118.1,2.33,2.4,17204492.0,15483411.0,1408.0,38.93584466786331,2.871086178062887,-1.5790118370210382,-0.5797101449275366,0,0,6,7,-0.5079825834542806
2025-07-01,3190.0,648.0,1371.0,752,576,707,101.22,93.8,99.1,316630,111531,212091,97.3,84.4,24157048,1376.92,120.1,2.47,3087.0,3105.0,567.0,667.0,1378.0,1394.0,699.0,699.0,465.0,531.0,686.0,722.0,96.17,100.27,94.6,93.8,99.1,99.1,353540.0,359212.0,118294.0,113743.0,244430.0,246469.0,85.2,86.7,85.2,88.6,17847329.0,17349218.0,1365.15,1390.7,119.1,118.6,2.44,2.33,15425522.0,14690516.0,1381.0,11.789826122550728,35.353856030781984,-10.440119929852354,3.3365727243278354,0,0,7,8,-6.272793581327496
2025-08-01,3021.0,627.0,1285.0,751,595,730,103.29,93.3,99.1,321030,111676,200253,87.1,83.7,22419136,1389.86,120.9,2.43,3190.0,3087.0,648.0,567.0,1371.0,1378.0,752.0,699.0,576.0,465.0,707.0,686.0,101.22,96.17,93.8,94.6,99.1,99.1,316630.0,353540.0,111531.0,118294.0,212091.0,244430.0,97.3,85.2,84.4,85.2,24157048.0,17847329.0,1376.92,1365.15,120.1,119.1,2.47,2.44,17349218.0,14726030.0,1344.6666666666667,51.79124765183125,-7.194223400143929,1.3896345892682405,-5.297805642633224,0,0,8,9,10.194552529182888
2025-09-01,3111.0,589.0,1416.0,751,591,751,106.41,94.9,99.1,334359,125300,228361,86.7,85.3,12642359,1392.38,121.2,2.46,3021.0,3190.0,627.0,648.0,1285.0,1371.0,751.0,752.0,595.0,576.0,730.0,707.0,103.29,101.22,93.3,93.8,99.1,99.1,321030.0,316630.0,111676.0,111531.0,200253.0,212091.0,87.1,97.3,83.7,84.4,22419136.0,24157048.0,1389.86,1376.92,120.9,120.1,2.43,2.47,17847329.0,17204492.0,1357.3333333333333,66.56074919450141,-43.60907128624404,4.151948416035878,2.9791459781529195,0,0,9,10,-14.477401129943502
2025-10-01,2967.0,652.0,1211.0,697,613,670,106.87,91.8,99.1,302720,103190,202904,75.7,75.2,12093912,1424.83,121.5,2.6,3111.0,3021.0,589.0,627.0,1416.0,1285.0,751.0,751.0,591.0,595.0,751.0,730.0,106.41,103.29,94.9,93.3,99.1,99.1,334359.0,321030.0,125300.0,111676.0,228361.0,200253.0,86.7,87.1,85.3,83.7,12642359.0,22419136.0,1392.38,1389.86,121.2,120.9,2.46,2.43,24157048.0,15425522.0,1304.0,103.81233067415444,-4.338169798848456,-9.462583630169963,-4.628736740597883,0,0,10,11,7.927332782824115
2025-11-01,2743.0,523.0,1307.0,570,533,647,106.23,89.0,99.0,354266,117068,236649,81.7,81.2,19355942,1460.44,122.2,2.88,2967.0,3111.0,652.0,589.0,1211.0,1416.0,697.0,751.0,613.0,591.0,670.0,751.0,106.87,106.41,91.8,94.9,99.1,99.1,302720.0,334359.0,103190.0,125300.0,202904.0,228361.0,75.7,86.7,75.2,85.3,12093912.0,12642359.0,1424.83,1392.38,121.5,121.2,2.6,2.46,22419136.0,17349218.0,1311.3333333333333,102.56867618007615,60.04698893129039,17.02761627906977,-7.5497135153353545,0,0,11,12,-3.136954858454477
2025-12-01,3033.0,701.0,1266.0,651,611,569,107.59,90.2,98.5,362814,116558,244878,80.4,73.1,17354093,1467.14,123.1,3.01,2743.0,2967.0,523.0,652.0,1307.0,1211.0,570.0,697.0,533.0,613.0,647.0,670.0,106.23,106.87,89.0,91.8,99.0,99.1,354266.0,302720.0,117068.0,103190.0,236649.0,202904.0,81.7,75.7,81.2,75.2,19355942.0,12093912.0,1460.44,1424.83,122.2,121.5,2.88,2.6,12642359.0,17847329.0,1261.3333333333333,48.16983841921535,-10.342296954599261,2.4128762003692072,10.572366022602985,0,0,12,1,15.086887835703
2026-01-01,3263.0,688.0,1457.0,770,647,729,107.45,94.0,98.4,360500,103554,246574,78.3,77.6,17416723,1456.28,124.2,3.04,3033.0,2743.0,701.0,523.0,1266.0,1307.0,651.0,570.0,611.0,533.0,569.0,647.0,107.59,106.23,90.2,89.0,98.5,99.0,362814.0,354266.0,116558.0,117068.0,244878.0,236649.0,80.4,81.7,73.1,81.2,17354093.0,19355942.0,1467.14,1460.44,123.1,122.2,3.01,2.88,12093912.0,24157048.0,1343.3333333333333,100.55015332327109,0.360894689224045,-0.6377923674389607,7.583250906693051,0,0,1,2,-10.363761153054218
2026-02-01,2814.0,673.0,1306.0,685,642,683,100.97,95.6,98.4,278250,96678,200597,67.9,71.9,19836565,1448.38,125.2,3.17,3263.0,3033.0,688.0,701.0,1457.0,1266.0,770.0,651.0,647.0,611.0,729.0,569.0,107.45,107.59,94.0,90.2,98.4,98.5,360500.0,362814.0,103554.0,116558.0,246574.0,244878.0,78.3,80.4,77.6,73.1,17416723.0,17354093.0,1456.28,1467.14,124.2,123.1,3.04,3.01,19355942.0,22419136.0,1343.0,100.73231854772327,13.893784726323076,-22.815533980582526,-13.760343242414951,0,0,2,3,4.517611026033697
