date,HR_prod,HR_demand,HR_inv,CR_prod,CR_demand,CR_inv,G_prod,G_demand,G_inv,auto_prod,auto_domestic_ship,auto_export_ship,construction_order_amt,appliance_prod_idx,appliance_ship_idx,usdkrw_avg,leading_idx,gov_bond_3y_avg,iron_ore_price,steel_capacity_idx,steel_operating_rate,month,HR_prod_lag1,HR_prod_lag2,HR_prod_diff,HR_demand_lag1,HR_demand_lag2,HR_demand_diff,HR_inv_lag1,HR_inv_lag2,HR_inv_diff,CR_prod_lag1,CR_prod_lag2,CR_prod_diff,CR_demand_lag1,CR_demand_lag2,CR_demand_diff,CR_inv_lag1,CR_inv_lag2,CR_inv_diff,G_prod_lag1,G_prod_lag2,G_prod_diff,G_demand_lag1,G_demand_lag2,G_demand_diff,G_inv_lag1,G_inv_lag2,G_inv_diff,auto_prod_lag1,auto_prod_lag2,auto_prod_diff,auto_domestic_ship_lag1,auto_domestic_ship_lag2,auto_domestic_ship_diff,auto_export_ship_lag1,auto_export_ship_lag2,auto_export_ship_diff,construction_order_amt_lag1,construction_order_amt_lag2,construction_order_amt_diff,appliance_prod_idx_lag1,appliance_prod_idx_lag2,appliance_prod_idx_diff,appliance_ship_idx_lag1,appliance_ship_idx_lag2,appliance_ship_idx_diff,usdkrw_avg_lag1,usdkrw_avg_lag2,usdkrw_avg_diff,leading_idx_lag1,leading_idx_lag2,leading_idx_diff,gov_bond_3y_avg_lag1,gov_bond_3y_avg_lag2,gov_bond_3y_avg_diff,iron_ore_price_lag1,iron_ore_price_lag2,iron_ore_price_diff,steel_capacity_idx_lag1,steel_capacity_idx_lag2,steel_capacity_idx_diff,steel_operating_rate_lag1,steel_operating_rate_lag2,steel_operating_rate_diff,month_lag1,month_lag2,month_diff,HR_demand_ma3,CR_demand_ma3,G_demand_ma3,HR_prod_ma3,CR_prod_ma3,G_prod_ma3,construction_order_amt_diff_shock90,G_inv_diff_shock90,usdkrw_avg_diff_shock90,CR_inv_diff_shock90,gov_bond_3y_avg_diff_shock90,leading_idx_diff_shock90,steel_operating_rate_diff_shock90,steel_capacity_idx_diff_shock90,appliance_ship_idx_diff_shock90,G_prod_diff_shock90,CR_prod_diff_shock90,CR_demand_diff_shock90,appliance_prod_idx_diff_shock90,G_demand_diff_shock90,month_diff_shock90,iron_ore_price_diff_shock90,auto_export_ship_diff_shock90,auto_domestic_ship_diff_shock90,auto_prod_diff_shock90,is_month_1,is_month_12
2017-01-01,,,,764,753,220,878,854,348,298042,106910,178371,10981035,91.32,87.842,1182.24,90.1,1.64,80.82,101.106,113.167,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017-02-01,,,,737,744,218,819,820,344,336032,120621,200236,14722222,91.141,89.086,1143.36,90.5,1.67,88.95,101.106,111.061,2,,,,,,,,,,764.0,,-27.0,753.0,,-9.0,220.0,,-2.0,878.0,,-59.0,854.0,,-34.0,348.0,,-4.0,298042.0,,37990.0,106910.0,,13711.0,178371.0,,21865.0,10981035.0,,3741187.0,91.32,,-0.17899999999998784,87.842,,1.2439999999999998,1182.24,,-38.88000000000011,90.1,,0.4000000000000057,1.64,,0.030000000000000027,80.82,,8.13000000000001,101.106,,0.0,113.167,,-2.1059999999999945,1.0,,1.0,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-01,,,,759,752,221,839,860,320,406897,146920,249565,8422517,90.371,84.285,1133.95,90.9,1.71,87.2,101.206,110.361,3,,,,,,,,,,737.0,764.0,22.0,744.0,753.0,8.0,218.0,220.0,3.0,819.0,878.0,20.0,820.0,854.0,40.0,344.0,348.0,-24.0,336032.0,298042.0,70865.0,120621.0,106910.0,26299.0,200236.0,178371.0,49329.0,14722222.0,10981035.0,-6299705.0,91.141,91.32,-0.7700000000000102,89.086,87.842,-4.801000000000002,1143.36,1182.24,-9.409999999999854,90.5,90.1,0.4000000000000057,1.67,1.64,0.040000000000000036,88.95,80.82,-1.75,101.106,101.106,0.10000000000000853,111.061,113.167,-0.7000000000000028,2.0,1.0,1.0,,749.6666666666666,844.6666666666666,,753.3333333333334,845.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-01,,,,750,762,207,805,806,317,382566,133527,239393,16246983,89.81,84.641,1133.57,91.3,1.68,70.4,101.206,110.933,4,,,,,,,,,,759.0,737.0,-9.0,752.0,744.0,10.0,221.0,218.0,-14.0,839.0,819.0,-34.0,860.0,820.0,-54.0,320.0,344.0,-3.0,406897.0,336032.0,-24331.0,146920.0,120621.0,-13393.0,249565.0,200236.0,-10172.0,8422517.0,14722222.0,7824466.0,90.371,91.141,-0.5609999999999928,84.285,89.086,0.35600000000000875,1133.95,1143.36,-0.38000000000010914,90.9,90.5,0.3999999999999915,1.71,1.67,-0.030000000000000027,87.2,88.95,-16.799999999999997,101.206,101.106,0.0,110.361,111.061,0.5720000000000027,3.0,2.0,1.0,,752.6666666666666,828.6666666666666,,748.6666666666666,821.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017-05-01,,,,707,713,198,871,857,327,356204,136355,216670,12810824,90.484,84.285,1124.65,91.7,1.7,61.63,101.206,111.202,5,,,,,,,,,,750.0,759.0,-43.0,762.0,752.0,-49.0,207.0,221.0,-9.0,805.0,839.0,66.0,806.0,860.0,51.0,317.0,320.0,10.0,382566.0,406897.0,-26362.0,133527.0,146920.0,2828.0,239393.0,249565.0,-22723.0,16246983.0,8422517.0,-3436159.0,89.81,90.371,0.6739999999999924,84.641,84.285,-0.35600000000000875,1133.57,1133.95,-8.919999999999845,91.3,90.9,0.4000000000000057,1.68,1.71,0.020000000000000018,70.4,87.2,-8.770000000000003,101.206,101.206,0.0,110.933,110.361,0.26899999999999125,4.0,3.0,1.0,,742.3333333333334,841.0,,738.6666666666666,838.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-01,,,,700,674,221,883,856,352,382807,140964,237155,10974531,88.822,85.441,1131.62,92.1,1.67,57.86,101.106,111.454,6,,,,,,,,,,707.0,750.0,-7.0,713.0,762.0,-39.0,198.0,207.0,23.0,871.0,805.0,12.0,857.0,806.0,-1.0,327.0,317.0,25.0,356204.0,382566.0,26603.0,136355.0,133527.0,4609.0,216670.0,239393.0,20485.0,12810824.0,16246983.0,-1836293.0,90.484,89.81,-1.661999999999992,84.285,84.641,1.156000000000006,1124.65,1133.57,6.9699999999998,91.7,91.3,0.3999999999999915,1.7,1.68,-0.030000000000000027,61.63,70.4,-3.770000000000003,101.206,101.206,-0.10000000000000853,111.202,110.933,0.25199999999999534,5.0,4.0,1.0,,716.3333333333334,839.6666666666666,,719.0,853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-01,,,,721,704,237,910,896,362,371423,131512,224644,9898773,84.279,87.486,1133.13,92.4,1.74,66.74,101.106,110.653,7,,,,,,,,,,700.0,707.0,21.0,674.0,713.0,30.0,221.0,198.0,16.0,883.0,871.0,27.0,856.0,857.0,40.0,352.0,327.0,10.0,382807.0,356204.0,-11384.0,140964.0,136355.0,-9452.0,237155.0,216670.0,-12511.0,10974531.0,12810824.0,-1075758.0,88.822,90.484,-4.543000000000006,85.441,84.285,2.0450000000000017,1131.62,1124.65,1.5100000000002183,92.1,91.7,0.30000000000001137,1.67,1.7,0.07000000000000006,57.86,61.63,8.879999999999995,101.106,101.206,0.0,111.454,111.202,-0.8009999999999877,6.0,5.0,1.0,,697.0,869.6666666666666,,709.3333333333334,888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-01,,,,699,700,233,911,845,425,274168,121560,171231,13607659,94.379,89.709,1131.4,92.8,1.78,74.59,101.106,112.872,8,,,,,,,,,,721.0,700.0,-22.0,704.0,674.0,-4.0,237.0,221.0,-4.0,910.0,883.0,1.0,896.0,856.0,-51.0,362.0,352.0,63.0,371423.0,382807.0,-97255.0,131512.0,140964.0,-9952.0,224644.0,237155.0,-53413.0,9898773.0,10974531.0,3708886.0,84.279,88.822,10.100000000000009,87.486,85.441,2.222999999999999,1133.13,1131.62,-1.7300000000000182,92.4,92.1,0.3999999999999915,1.74,1.67,0.040000000000000036,66.74,57.86,7.8500000000000085,101.106,101.106,0.0,110.653,111.454,2.218999999999994,7.0,6.0,1.0,,692.6666666666666,865.6666666666666,,706.6666666666666,901.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017-09-01,,,,698,691,239,811,854,377,356749,134284,225363,10781612,92.925,86.775,1132.93,92.9,1.79,69.24,101.106,112.331,9,,,,,,,,,,699.0,721.0,-1.0,700.0,704.0,-9.0,233.0,237.0,6.0,911.0,910.0,-100.0,845.0,896.0,9.0,425.0,362.0,-48.0,274168.0,371423.0,82581.0,121560.0,131512.0,12724.0,171231.0,224644.0,54132.0,13607659.0,9898773.0,-2826047.0,94.379,84.279,-1.4540000000000077,89.709,87.486,-2.9339999999999975,1131.4,1133.13,1.5299999999999727,92.8,92.4,0.10000000000000853,1.78,1.74,0.010000000000000009,74.59,66.74,-5.3500000000000085,101.106,101.106,0.0,112.872,110.653,-0.5409999999999968,8.0,7.0,1.0,,698.3333333333334,865.0,,706.0,877.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-01,,,,621,627,231,926,844,454,280680,113378,174011,12718684,95.013,85.886,1129.48,93.2,2.03,61.05,101.106,114.672,10,,,,,,,,,,698.0,699.0,-77.0,691.0,700.0,-64.0,239.0,233.0,-8.0,811.0,911.0,115.0,854.0,845.0,-10.0,377.0,425.0,77.0,356749.0,274168.0,-76069.0,134284.0,121560.0,-20906.0,225363.0,171231.0,-51352.0,10781612.0,13607659.0,1937072.0,92.925,94.379,2.088000000000008,86.775,89.709,-0.88900000000001,1132.93,1131.4,-3.4500000000000455,92.9,92.8,0.29999999999999716,1.79,1.78,0.23999999999999977,69.24,74.59,-8.189999999999998,101.106,101.106,0.0,112.331,112.872,2.340999999999994,9.0,8.0,1.0,,672.6666666666666,847.6666666666666,,672.6666666666666,882.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-01,,,,592,604,217,791,845,396,382034,141073,234619,10372517,90.531,90.153,1102.82,93.4,2.15,63.41,101.106,109.846,11,,,,,,,,,,621.0,698.0,-29.0,627.0,691.0,-23.0,231.0,239.0,-14.0,926.0,811.0,-135.0,844.0,854.0,1.0,454.0,377.0,-58.0,280680.0,356749.0,101354.0,113378.0,134284.0,27695.0,174011.0,225363.0,60608.0,12718684.0,10781612.0,-2346167.0,95.013,92.925,-4.481999999999999,85.886,86.775,4.26700000000001,1129.48,1132.93,-26.660000000000082,93.2,92.9,0.20000000000000284,2.03,1.79,0.1200000000000001,61.05,69.24,2.3599999999999994,101.106,101.106,0.0,114.672,112.331,-4.825999999999993,10.0,9.0,1.0,,640.6666666666666,847.6666666666666,,637.0,842.6666666666666,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2017-12-01,,,,627,597,243,842,787,446,287311,133098,178936,12849288,87.858,88.909,1085.95,93.5,2.1,71.74,101.106,110.646,12,,,,,,,,,,592.0,621.0,35.0,604.0,627.0,-7.0,217.0,231.0,26.0,791.0,926.0,51.0,845.0,844.0,-58.0,396.0,454.0,50.0,382034.0,280680.0,-94723.0,141073.0,113378.0,-7975.0,234619.0,174011.0,-55683.0,10372517.0,12718684.0,2476771.0,90.531,95.013,-2.673000000000002,90.153,85.886,-1.2439999999999998,1102.82,1129.48,-16.86999999999989,93.4,93.2,0.09999999999999432,2.15,2.03,-0.04999999999999982,63.41,61.05,8.329999999999998,101.106,101.106,0.0,109.846,114.672,0.7999999999999972,11.0,10.0,1.0,,609.3333333333334,825.3333333333334,,613.3333333333334,853.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2018-01-01,,,,705,706,234,868,856,454,322408,113064,189638,15159024,91.093,90.064,1066.54,93.7,2.19,75.78,100.603,110.727,1,,,,,,,,,,627.0,592.0,78.0,597.0,604.0,109.0,243.0,217.0,-9.0,842.0,791.0,26.0,787.0,845.0,69.0,446.0,396.0,8.0,287311.0,382034.0,35097.0,133098.0,141073.0,-20034.0,178936.0,234619.0,10702.0,12849288.0,10372517.0,2309736.0,87.858,90.531,3.2349999999999994,88.909,90.153,1.154999999999987,1085.95,1102.82,-19.410000000000082,93.5,93.4,0.20000000000000284,2.1,2.15,0.08999999999999986,71.74,63.41,4.040000000000006,101.106,101.106,-0.5030000000000001,110.646,109.846,0.08100000000000307,12.0,11.0,-11.0,,635.6666666666666,829.3333333333334,,641.3333333333334,833.6666666666666,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2018-02-01,,,,675,663,245,809,802,455,276938,106035,163094,12926860,95.553,96.555,1080.7,94.0,2.28,77.65,100.603,109.786,2,,,,,,,,,,705.0,627.0,-30.0,706.0,597.0,-43.0,234.0,243.0,11.0,868.0,842.0,-59.0,856.0,787.0,-54.0,454.0,446.0,1.0,322408.0,287311.0,-45470.0,113064.0,133098.0,-7029.0,189638.0,178936.0,-26544.0,15159024.0,12849288.0,-2232164.0,91.093,87.858,4.459999999999994,90.064,88.909,6.491000000000014,1066.54,1085.95,14.160000000000082,93.7,93.5,0.29999999999999716,2.19,2.1,0.08999999999999986,75.78,71.74,1.8700000000000045,100.603,101.106,0.0,110.727,110.646,-0.9410000000000025,1.0,12.0,1.0,,655.3333333333334,815.0,,669.0,839.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,,,,712,710,243,828,874,404,363464,140079,221120,12265129,89.472,93.354,1071.21,94.2,2.27,71.32,101.005,106.879,3,,,,,,,,,,675.0,705.0,37.0,663.0,706.0,47.0,245.0,234.0,-2.0,809.0,868.0,19.0,802.0,856.0,72.0,455.0,454.0,-51.0,276938.0,322408.0,86526.0,106035.0,113064.0,34044.0,163094.0,189638.0,58026.0,12926860.0,15159024.0,-661731.0,95.553,91.093,-6.081000000000003,96.555,90.064,-3.2010000000000076,1080.7,1066.54,-9.490000000000009,94.0,93.7,0.20000000000000284,2.28,2.19,-0.009999999999999787,77.65,75.78,-6.3300000000000125,100.603,100.603,0.402000000000001,109.786,110.727,-2.9069999999999965,2.0,1.0,1.0,,693.0,844.0,,697.3333333333334,835.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2018-04-01,,,,732,728,244,810,806,402,354156,134819,216627,10237383,93.677,95.755,1068.05,94.3,2.19,66.33,101.005,109.132,4,,,,,,,,,,712.0,675.0,20.0,710.0,663.0,18.0,243.0,245.0,1.0,828.0,809.0,-18.0,874.0,802.0,-68.0,404.0,455.0,-2.0,363464.0,276938.0,-9308.0,140079.0,106035.0,-5260.0,221120.0,163094.0,-4493.0,12265129.0,12926860.0,-2027746.0,89.472,95.553,4.2050000000000125,93.354,96.555,2.4009999999999962,1071.21,1080.7,-3.160000000000082,94.2,94.0,0.09999999999999432,2.27,2.28,-0.08000000000000007,71.32,77.65,-4.989999999999995,101.005,100.603,0.0,106.879,109.786,2.253,3.0,2.0,1.0,,700.3333333333334,827.3333333333334,,706.3333333333334,815.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-01,,,,749,759,232,796,823,370,351595,134301,213175,15163956,98.426,93.087,1077.05,94.6,2.25,66.63,101.005,110.125,5,,,,,,,,,,732.0,712.0,17.0,728.0,710.0,31.0,244.0,243.0,-12.0,810.0,828.0,-14.0,806.0,874.0,17.0,402.0,404.0,-32.0,354156.0,363464.0,-2561.0,134819.0,140079.0,-518.0,216627.0,221120.0,-3452.0,10237383.0,12265129.0,4926573.0,93.677,89.472,4.748999999999995,95.755,93.354,-2.667999999999992,1068.05,1071.21,9.0,94.3,94.2,0.29999999999999716,2.19,2.27,0.06000000000000005,66.33,71.32,0.29999999999999716,101.005,101.005,0.0,109.132,106.879,0.992999999999995,4.0,3.0,1.0,,732.3333333333334,834.3333333333334,,731.0,811.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-01,,,,680,717,193,810,792,383,336183,132413,211890,10293830,96.773,94.777,1095.96,94.7,2.18,66.86,100.503,109.478,6,,,,,,,,,,749.0,732.0,-69.0,759.0,728.0,-42.0,232.0,244.0,-39.0,796.0,810.0,14.0,823.0,806.0,-31.0,370.0,402.0,13.0,351595.0,354156.0,-15412.0,134301.0,134819.0,-1888.0,213175.0,216627.0,-1285.0,15163956.0,10237383.0,-4870126.0,98.426,93.677,-1.6530000000000058,93.087,95.755,1.6899999999999977,1077.05,1068.05,18.910000000000082,94.6,94.3,0.10000000000000853,2.25,2.19,-0.06999999999999984,66.63,66.33,0.23000000000000398,101.005,101.005,-0.5019999999999953,110.125,109.132,-0.6470000000000056,5.0,4.0,1.0,,734.6666666666666,807.0,,720.3333333333334,805.3333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,,,,768,728,232,860,839,399,306376,134355,193439,12237631,93.402,95.843,1123.05,94.9,2.1,67.05,100.503,108.678,7,,,,,,,,,,680.0,749.0,88.0,717.0,759.0,11.0,193.0,232.0,39.0,810.0,796.0,50.0,792.0,823.0,47.0,383.0,370.0,16.0,336183.0,351595.0,-29807.0,132413.0,134301.0,1942.0,211890.0,213175.0,-18451.0,10293830.0,15163956.0,1943801.0,96.773,98.426,-3.370999999999995,94.777,93.087,1.0660000000000025,1095.96,1077.05,27.089999999999918,94.7,94.6,0.20000000000000284,2.18,2.25,-0.08000000000000007,66.86,66.63,0.18999999999999773,100.503,101.005,0.0,109.478,110.125,-0.7999999999999972,6.0,5.0,1.0,,734.6666666666666,818.0,,732.3333333333334,822.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-01,,,,775,736,269,864,851,417,296465,126880,169976,9747204,93.67,86.064,1120.96,94.8,2.02,68.02,100.503,108.404,8,,,,,,,,,,768.0,680.0,7.0,728.0,717.0,8.0,232.0,193.0,37.0,860.0,810.0,4.0,839.0,792.0,12.0,399.0,383.0,18.0,306376.0,336183.0,-9911.0,134355.0,132413.0,-7475.0,193439.0,211890.0,-23463.0,12237631.0,10293830.0,-2490427.0,93.402,96.773,0.2680000000000007,95.843,94.777,-9.77900000000001,1123.05,1095.96,-2.089999999999918,94.9,94.7,-0.10000000000000853,2.1,2.18,-0.08000000000000007,67.05,66.86,0.9699999999999989,100.503,100.503,0.0,108.678,109.478,-0.2740000000000009,7.0,6.0,1.0,,727.0,827.3333333333334,,741.0,844.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-01,,,,700,736,230,788,825,374,291971,110537,180051,12112464,88.328,92.998,1120.19,94.9,1.95,68.8,100.402,107.038,9,,,,,,,,,,775.0,768.0,-75.0,736.0,728.0,0.0,269.0,232.0,-39.0,864.0,860.0,-76.0,851.0,839.0,-26.0,417.0,399.0,-43.0,296465.0,306376.0,-4494.0,126880.0,134355.0,-16343.0,169976.0,193439.0,10075.0,9747204.0,12237631.0,2365260.0,93.67,93.402,-5.341999999999999,86.064,95.843,6.934000000000012,1120.96,1123.05,-0.7699999999999818,94.8,94.9,0.10000000000000853,2.02,2.1,-0.07000000000000006,68.02,67.05,0.7800000000000011,100.503,100.503,-0.10099999999999909,108.404,108.678,-1.3659999999999997,8.0,7.0,1.0,,733.3333333333334,838.3333333333334,,747.6666666666666,837.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,,,,717,725,221,821,815,376,381655,140068,232366,10500906,89.99,89.798,1132.78,94.9,2.01,72.02,100.402,109.602,10,,,,,,,,,,700.0,775.0,17.0,736.0,736.0,-11.0,230.0,269.0,-9.0,788.0,864.0,33.0,825.0,851.0,-10.0,374.0,417.0,2.0,291971.0,296465.0,89684.0,110537.0,126880.0,29531.0,180051.0,169976.0,52315.0,12112464.0,9747204.0,-1611558.0,88.328,93.67,1.661999999999992,92.998,86.064,-3.200000000000003,1120.19,1120.96,12.589999999999918,94.9,94.8,0.0,1.95,2.02,0.05999999999999983,68.8,68.02,3.219999999999999,100.402,100.503,0.0,107.038,108.404,2.564000000000007,9.0,8.0,1.0,,732.3333333333334,830.3333333333334,,730.6666666666666,824.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2018-11-01,,,,668,668,219,812,797,401,390573,140381,237952,10796419,96.361,86.508,1127.55,94.9,1.94,72.3,100.402,109.282,11,,,,,,,,,,717.0,700.0,-49.0,725.0,736.0,-57.0,221.0,230.0,-2.0,821.0,788.0,-9.0,815.0,825.0,-18.0,376.0,374.0,25.0,381655.0,291971.0,8918.0,140068.0,110537.0,313.0,232366.0,180051.0,5586.0,10500906.0,12112464.0,295513.0,89.99,88.328,6.371000000000009,89.798,92.998,-3.2900000000000063,1132.78,1120.19,-5.230000000000018,94.9,94.9,0.0,2.01,1.95,-0.06999999999999984,72.02,68.8,0.28000000000000114,100.402,100.402,0.0,109.602,107.038,-0.3200000000000074,10.0,9.0,1.0,,709.6666666666666,812.3333333333334,,695.0,807.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,,,,703,623,296,816,765,446,356932,139414,220333,13295945,96.131,93.976,1122.65,94.9,1.83,68.9,100.402,105.145,12,,,,,,,,,,668.0,717.0,35.0,668.0,725.0,-45.0,219.0,221.0,77.0,812.0,821.0,4.0,797.0,815.0,-32.0,401.0,376.0,45.0,390573.0,381655.0,-33641.0,140381.0,140068.0,-967.0,237952.0,232366.0,-17619.0,10796419.0,10500906.0,2499526.0,96.361,89.99,-0.23000000000000398,86.508,89.798,7.4680000000000035,1127.55,1132.78,-4.899999999999864,94.9,94.9,0.0,1.94,2.01,-0.10999999999999988,72.3,72.02,-3.3999999999999915,100.402,100.402,0.0,109.282,109.602,-4.1370000000000005,11.0,10.0,1.0,,672.0,792.3333333333334,,696.0,816.3333333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-01-01,,,,759,758,295,878,855,447,354305,117959,209906,11002383,95.667,96.821,1121.72,95.0,1.81,75.2,100.603,107.836,1,,,,,,,,,,703.0,668.0,56.0,623.0,668.0,135.0,296.0,219.0,-1.0,816.0,812.0,62.0,765.0,797.0,90.0,446.0,401.0,1.0,356932.0,390573.0,-2627.0,139414.0,140381.0,-21455.0,220333.0,237952.0,-10427.0,13295945.0,10796419.0,-2293562.0,96.131,96.361,-0.46399999999999864,93.976,86.508,2.844999999999999,1122.65,1127.55,-0.9300000000000637,94.9,94.9,0.09999999999999432,1.83,1.94,-0.020000000000000018,68.9,72.3,6.299999999999997,100.402,100.402,0.2009999999999934,105.145,109.282,2.6910000000000025,12.0,11.0,-11.0,,683.0,805.6666666666666,,710.0,835.3333333333334,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2019-02-01,,,,675,687,281,751,782,410,257276,104732,164048,10719920,94.037,100.2,1123.66,95.2,1.8,87.59,100.603,106.431,2,,,,,,,,,,759.0,703.0,-84.0,758.0,623.0,-71.0,295.0,296.0,-14.0,878.0,816.0,-127.0,855.0,765.0,-73.0,447.0,446.0,-37.0,354305.0,356932.0,-97029.0,117959.0,139414.0,-13227.0,209906.0,220333.0,-45858.0,11002383.0,13295945.0,-282463.0,95.667,96.131,-1.6299999999999955,96.821,93.976,3.379000000000005,1121.72,1122.65,1.9400000000000546,95.0,94.9,0.20000000000000284,1.81,1.83,-0.010000000000000009,75.2,68.9,12.39,100.603,100.402,0.0,107.836,105.145,-1.4050000000000011,1.0,12.0,1.0,,689.3333333333334,800.6666666666666,,712.3333333333334,815.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2019-03-01,,,,694,707,266,786,774,418,345821,138849,208121,17611869,95.006,103.49,1131.88,95.6,1.79,87.07,100.603,107.53,3,,,,,,,,,,675.0,759.0,19.0,687.0,758.0,20.0,281.0,295.0,-15.0,751.0,878.0,35.0,782.0,855.0,-8.0,410.0,447.0,8.0,257276.0,354305.0,88545.0,104732.0,117959.0,34117.0,164048.0,209906.0,44073.0,10719920.0,11002383.0,6891949.0,94.037,95.667,0.9689999999999941,100.2,96.821,3.289999999999992,1123.66,1121.72,8.220000000000027,95.2,95.0,0.3999999999999915,1.8,1.81,-0.010000000000000009,87.59,75.2,-0.5200000000000102,100.603,100.603,0.0,106.431,107.836,1.0990000000000038,2.0,1.0,1.0,,717.3333333333334,803.6666666666666,,709.3333333333334,805.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2019-04-01,,,,625,654,234,808,797,419,371931,136809,222395,13537646,89.269,90.954,1142.79,95.8,1.74,94.5,100.704,108.047,4,,,,,,,,,,694.0,675.0,-69.0,707.0,687.0,-53.0,266.0,281.0,-32.0,786.0,751.0,22.0,774.0,782.0,23.0,418.0,410.0,1.0,345821.0,257276.0,26110.0,138849.0,104732.0,-2040.0,208121.0,164048.0,14274.0,17611869.0,10719920.0,-4074223.0,95.006,94.037,-5.736999999999995,103.49,100.2,-12.536000000000001,1131.88,1123.66,10.909999999999854,95.6,95.2,0.20000000000000284,1.79,1.8,-0.050000000000000044,87.07,87.59,7.430000000000007,100.603,100.603,0.10099999999999909,107.53,106.431,0.5169999999999959,3.0,2.0,1.0,,682.6666666666666,784.3333333333334,,664.6666666666666,781.6666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,,,,671,663,240,864,849,428,366152,134272,225191,10123356,83.299,93.799,1184.93,95.9,1.68,101.76,100.704,106.617,5,,,,,,,,,,625.0,694.0,46.0,654.0,707.0,9.0,234.0,266.0,6.0,808.0,786.0,56.0,797.0,774.0,52.0,419.0,418.0,9.0,371931.0,345821.0,-5779.0,136809.0,138849.0,-2537.0,222395.0,208121.0,2796.0,13537646.0,17611869.0,-3414290.0,89.269,95.006,-5.969999999999999,90.954,103.49,2.845000000000013,1142.79,1131.88,42.1400000000001,95.8,95.6,0.10000000000000853,1.74,1.79,-0.06000000000000005,94.5,87.07,7.260000000000005,100.704,100.603,0.0,108.047,107.53,-1.4299999999999926,4.0,3.0,1.0,,674.6666666666666,806.6666666666666,,663.3333333333334,819.3333333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,,,,687,689,237,809,808,419,332847,125445,211622,10054461,93.2,92.554,1173.58,95.9,1.5,109.55,100.704,106.496,6,,,,,,,,,,671.0,625.0,16.0,663.0,654.0,26.0,240.0,234.0,-3.0,864.0,808.0,-55.0,849.0,797.0,-41.0,428.0,419.0,-9.0,366152.0,371931.0,-33305.0,134272.0,136809.0,-8827.0,225191.0,222395.0,-13569.0,10123356.0,13537646.0,-68895.0,83.299,89.269,9.900999999999996,93.799,90.954,-1.2450000000000045,1184.93,1142.79,-11.350000000000136,95.9,95.8,0.0,1.68,1.74,-0.17999999999999994,101.76,94.5,7.789999999999992,100.704,100.704,0.0,106.617,108.047,-0.12100000000000932,5.0,4.0,1.0,,668.6666666666666,818.0,,661.0,827.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
