date,HR_prod,HR_demand,HR_inv,CR_prod,CR_demand,CR_inv,G_prod,G_demand,G_inv,auto_prod,auto_domestic_ship,auto_export_ship,construction_order_amt,appliance_prod_idx,appliance_ship_idx,usdkrw_avg,leading_idx,gov_bond_3y_avg,iron_ore_price,steel_capacity_idx,steel_operating_rate,month,HR_prod_lag1,HR_prod_lag2,HR_prod_diff,HR_demand_lag1,HR_demand_lag2,HR_demand_diff,HR_inv_lag1,HR_inv_lag2,HR_inv_diff,CR_prod_lag1,CR_prod_lag2,CR_prod_diff,CR_demand_lag1,CR_demand_lag2,CR_demand_diff,CR_inv_lag1,CR_inv_lag2,CR_inv_diff,G_prod_lag1,G_prod_lag2,G_prod_diff,G_demand_lag1,G_demand_lag2,G_demand_diff,G_inv_lag1,G_inv_lag2,G_inv_diff,auto_prod_lag1,auto_prod_lag2,auto_prod_diff,auto_domestic_ship_lag1,auto_domestic_ship_lag2,auto_domestic_ship_diff,auto_export_ship_lag1,auto_export_ship_lag2,auto_export_ship_diff,construction_order_amt_lag1,construction_order_amt_lag2,construction_order_amt_diff,appliance_prod_idx_lag1,appliance_prod_idx_lag2,appliance_prod_idx_diff,appliance_ship_idx_lag1,appliance_ship_idx_lag2,appliance_ship_idx_diff,usdkrw_avg_lag1,usdkrw_avg_lag2,usdkrw_avg_diff,leading_idx_lag1,leading_idx_lag2,leading_idx_diff,gov_bond_3y_avg_lag1,gov_bond_3y_avg_lag2,gov_bond_3y_avg_diff,iron_ore_price_lag1,iron_ore_price_lag2,iron_ore_price_diff,steel_capacity_idx_lag1,steel_capacity_idx_lag2,steel_capacity_idx_diff,steel_operating_rate_lag1,steel_operating_rate_lag2,steel_operating_rate_diff,month_lag1,month_lag2,month_diff,HR_demand_ma3,CR_demand_ma3,G_demand_ma3,HR_prod_ma3,CR_prod_ma3,G_prod_ma3,construction_order_amt_diff_shock90,G_inv_diff_shock90,usdkrw_avg_diff_shock90,CR_inv_diff_shock90,gov_bond_3y_avg_diff_shock90,leading_idx_diff_shock90,steel_operating_rate_diff_shock90,steel_capacity_idx_diff_shock90,appliance_ship_idx_diff_shock90,G_prod_diff_shock90,CR_prod_diff_shock90,CR_demand_diff_shock90,appliance_prod_idx_diff_shock90,G_demand_diff_shock90,month_diff_shock90,iron_ore_price_diff_shock90,auto_export_ship_diff_shock90,auto_domestic_ship_diff_shock90,auto_prod_diff_shock90,is_month_1,is_month_12
2019-07-01,,,,742,728,249,865,857,419,359551,131638,205308,9004768,83.774,88.108,1177.09,95.9,1.38,119.59,100.704,107.452,7,,,,,,,,,,687.0,671.0,55.0,689.0,663.0,39.0,237.0,240.0,12.0,809.0,864.0,56.0,808.0,849.0,49.0,419.0,428.0,0.0,332847.0,366152.0,26704.0,125445.0,134272.0,6193.0,211622.0,225191.0,-6314.0,10054461.0,10123356.0,-1049693.0,93.2,83.299,-9.426000000000002,92.554,93.799,-4.445999999999998,1173.58,1184.93,3.509999999999991,95.9,95.9,0.0,1.5,1.68,-0.1200000000000001,109.55,101.76,10.040000000000006,100.704,100.704,0.0,106.496,106.617,0.9560000000000031,6.0,5.0,1.0,,693.3333333333334,838.0,,700.0,846.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,,,,736,709,272,810,787,431,249390,118822,162163,9212479,76.465,84.908,1210.66,96.0,1.16,93.5,100.704,103.715,8,,,,,,,,,,742.0,687.0,-6.0,728.0,689.0,-19.0,249.0,237.0,23.0,865.0,809.0,-55.0,857.0,808.0,-70.0,419.0,419.0,12.0,359551.0,332847.0,-110161.0,131638.0,125445.0,-12816.0,205308.0,211622.0,-43145.0,9004768.0,10054461.0,207711.0,83.774,93.2,-7.3089999999999975,88.108,92.554,-3.200000000000003,1177.09,1173.58,33.570000000000164,95.9,95.9,0.09999999999999432,1.38,1.5,-0.21999999999999997,119.59,109.55,-26.090000000000003,100.704,100.704,0.0,107.452,106.496,-3.7369999999999948,7.0,6.0,1.0,,708.6666666666666,817.3333333333334,,721.6666666666666,828.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2019-09-01,,,,672,671,271,819,781,461,278016,112772,168162,16271058,90.784,85.975,1196.79,96.4,1.29,92.26,100.704,105.39,9,,,,,,,,,,736.0,742.0,-64.0,709.0,728.0,-38.0,272.0,249.0,-1.0,810.0,865.0,9.0,787.0,857.0,-6.0,431.0,419.0,30.0,249390.0,359551.0,28626.0,118822.0,131638.0,-6050.0,162163.0,205308.0,5999.0,9212479.0,9004768.0,7058579.0,76.465,83.774,14.319000000000003,84.908,88.108,1.066999999999993,1210.66,1177.09,-13.870000000000118,96.0,95.9,0.4000000000000057,1.16,1.38,0.13000000000000012,93.5,119.59,-1.2399999999999949,100.704,100.704,0.0,103.715,107.452,1.6749999999999972,8.0,7.0,1.0,,702.6666666666666,808.3333333333334,,716.6666666666666,831.3333333333334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-10-01,,,,650,671,249,786,785,459,351409,135360,207308,15020250,89.177,84.196,1182.29,96.9,1.36,88.59,100.603,105.039,10,,,,,,,,,,672.0,736.0,-22.0,671.0,709.0,0.0,271.0,272.0,-22.0,819.0,810.0,-33.0,781.0,787.0,4.0,461.0,431.0,-2.0,278016.0,249390.0,73393.0,112772.0,118822.0,22588.0,168162.0,162163.0,39146.0,16271058.0,9212479.0,-1250808.0,90.784,76.465,-1.6069999999999993,85.975,84.908,-1.7789999999999964,1196.79,1210.66,-14.5,96.4,96.0,0.5,1.29,1.16,0.07000000000000006,92.26,93.5,-3.6700000000000017,100.704,100.704,-0.10099999999999909,105.39,103.715,-0.3509999999999991,9.0,8.0,1.0,,683.6666666666666,784.3333333333334,,686.0,805.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,,,,685,687,243,793,784,462,346404,136855,212308,12411473,87.065,85.441,1168.43,97.5,1.49,82.9,100.503,105.051,11,,,,,,,,,,650.0,672.0,35.0,671.0,671.0,16.0,249.0,271.0,-6.0,786.0,819.0,7.0,785.0,781.0,-1.0,459.0,461.0,3.0,351409.0,278016.0,-5005.0,135360.0,112772.0,1495.0,207308.0,168162.0,5000.0,15020250.0,16271058.0,-2608777.0,89.177,90.784,-2.112000000000009,84.196,85.975,1.2450000000000045,1182.29,1196.79,-13.8599999999999,96.9,96.4,0.5999999999999943,1.36,1.29,0.1299999999999999,88.59,92.26,-5.689999999999998,100.603,100.704,-0.09999999999999432,105.039,105.39,0.012000000000000455,10.0,9.0,1.0,,676.3333333333334,783.3333333333334,,669.0,799.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,,,,738,688,289,829,760,526,337512,145313,204850,16153618,90.824,86.775,1176.01,98.1,1.39,90.98,100.402,104.712,12,,,,,,,,,,685.0,650.0,53.0,687.0,671.0,1.0,243.0,249.0,46.0,793.0,786.0,36.0,784.0,785.0,-24.0,462.0,459.0,64.0,346404.0,351409.0,-8892.0,136855.0,135360.0,8458.0,212308.0,207308.0,-7458.0,12411473.0,15020250.0,3742145.0,87.065,89.177,3.7590000000000003,85.441,84.196,1.3340000000000032,1168.43,1182.29,7.579999999999927,97.5,96.9,0.5999999999999943,1.49,1.36,-0.10000000000000009,82.9,88.59,8.079999999999998,100.503,100.603,-0.10099999999999909,105.051,105.039,-0.33899999999999864,11.0,10.0,1.0,,682.0,776.3333333333334,,691.0,802.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-01-01,3293.0,1489.0,713.0,791,730,591,781,703,599,251578,99964,148546,13750684,89.9,89.1,1166.68,98.4,1.37,95.22,100.3,103.8,1,,,,,,,,,,738.0,685.0,53.0,688.0,687.0,42.0,289.0,243.0,302.0,829.0,793.0,-48.0,760.0,784.0,-57.0,526.0,462.0,73.0,337512.0,346404.0,-85934.0,145313.0,136855.0,-45349.0,204850.0,212308.0,-56304.0,16153618.0,12411473.0,-2402934.0,90.824,87.065,-0.9239999999999924,86.775,85.441,2.3249999999999886,1176.01,1168.43,-9.329999999999927,98.1,97.5,0.30000000000001137,1.39,1.49,-0.019999999999999796,90.98,82.9,4.239999999999995,100.402,100.503,-0.10200000000000387,104.712,105.051,-0.9120000000000061,12.0,11.0,-11.0,,701.6666666666666,749.0,,738.0,801.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2020-02-01,3127.0,1431.0,697.0,788,795,584,806,809,592,189230,82128,119942,12558812,76.1,89.8,1195.16,98.7,1.25,87.63,100.4,107.7,2,3293.0,,-166.0,1489.0,,-58.0,713.0,,-16.0,791.0,738.0,-3.0,730.0,688.0,65.0,591.0,289.0,-7.0,781.0,829.0,25.0,703.0,760.0,106.0,599.0,526.0,-7.0,251578.0,337512.0,-62348.0,99964.0,145313.0,-17836.0,148546.0,204850.0,-28604.0,13750684.0,16153618.0,-1191872.0,89.9,90.824,-13.800000000000011,89.1,86.775,0.7000000000000028,1166.68,1176.01,28.480000000000018,98.4,98.1,0.29999999999999716,1.37,1.39,-0.1200000000000001,95.22,90.98,-7.590000000000003,100.3,100.402,0.10000000000000853,103.8,104.712,3.9000000000000057,1.0,12.0,1.0,,737.6666666666666,757.3333333333334,,772.3333333333334,805.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2020-03-01,3039.0,1454.0,701.0,767,797,553,792,820,561,369037,151478,206677,12476050,93.2,93.3,1220.23,98.6,1.09,88.66,100.3,105.8,3,3127.0,3293.0,-88.0,1431.0,1489.0,23.0,697.0,713.0,4.0,788.0,791.0,-21.0,795.0,730.0,2.0,584.0,591.0,-31.0,806.0,781.0,-14.0,809.0,703.0,11.0,592.0,599.0,-31.0,189230.0,251578.0,179807.0,82128.0,99964.0,69350.0,119942.0,148546.0,86735.0,12558812.0,13750684.0,-82762.0,76.1,89.9,17.10000000000001,89.8,89.1,3.5,1195.16,1166.68,25.069999999999936,98.7,98.4,-0.10000000000000853,1.25,1.37,-0.15999999999999992,87.63,95.22,1.0300000000000011,100.4,100.3,-0.10000000000000853,107.7,103.8,-1.9000000000000057,2.0,1.0,1.0,1458.0,774.0,777.3333333333334,3153.0,782.0,793.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
2020-04-01,2803.0,1268.0,778.0,715,631,636,724,627,555,289532,145562,123240,10342304,88.9,91.8,1224.42,98.5,1.02,83.75,100.3,101.4,4,3039.0,3127.0,-236.0,1454.0,1431.0,-186.0,701.0,697.0,77.0,767.0,788.0,-52.0,797.0,795.0,-166.0,553.0,584.0,83.0,792.0,806.0,-68.0,820.0,809.0,-193.0,561.0,592.0,-6.0,369037.0,189230.0,-79505.0,151478.0,82128.0,-5916.0,206677.0,119942.0,-83437.0,12476050.0,12558812.0,-2133746.0,93.2,76.1,-4.299999999999997,93.3,89.8,-1.5,1220.23,1195.16,4.190000000000055,98.6,98.7,-0.09999999999999432,1.09,1.25,-0.07000000000000006,88.66,87.63,-4.909999999999997,100.3,100.4,0.0,105.8,107.7,-4.3999999999999915,3.0,2.0,1.0,1384.3333333333333,741.0,752.0,2989.6666666666665,756.6666666666666,774.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2020-05-01,2674.0,1221.0,839.0,625,616,644,593,568,676,231116,146515,95791,14780447,89.0,89.6,1230.06,98.5,0.88,91.33,99.9,91.3,5,2803.0,3039.0,-129.0,1268.0,1454.0,-47.0,778.0,701.0,61.0,715.0,767.0,-90.0,631.0,797.0,-15.0,636.0,553.0,8.0,724.0,792.0,-131.0,627.0,820.0,-59.0,555.0,561.0,121.0,289532.0,369037.0,-58416.0,145562.0,151478.0,953.0,123240.0,206677.0,-27449.0,10342304.0,12476050.0,4438143.0,88.9,93.2,0.09999999999999432,91.8,93.3,-2.200000000000003,1224.42,1220.23,5.639999999999873,98.5,98.6,0.0,1.02,1.09,-0.14,83.75,88.66,7.579999999999998,100.3,100.3,-0.3999999999999915,101.4,105.8,-10.100000000000009,4.0,3.0,1.0,1314.3333333333333,681.3333333333334,671.6666666666666,2838.6666666666665,702.3333333333334,703.0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,2601.0,1272.0,782.0,558,605,595,568,693,564,297033,176821,126677,16975416,104.0,104.9,1207.83,99.0,0.85,103.34,99.9,88.4,6,2674.0,2803.0,-73.0,1221.0,1268.0,51.0,839.0,778.0,-57.0,625.0,715.0,-67.0,616.0,631.0,-11.0,644.0,636.0,-49.0,593.0,724.0,-25.0,568.0,627.0,125.0,676.0,555.0,-112.0,231116.0,289532.0,65917.0,146515.0,145562.0,30306.0,95791.0,123240.0,30886.0,14780447.0,10342304.0,2194969.0,89.0,88.9,15.0,89.6,91.8,15.300000000000011,1230.06,1224.42,-22.230000000000018,98.5,98.5,0.5,0.88,1.02,-0.030000000000000027,91.33,83.75,12.010000000000005,99.9,100.3,0.0,91.3,101.4,-2.8999999999999915,5.0,4.0,1.0,1253.6666666666667,617.3333333333334,629.3333333333334,2692.6666666666665,632.6666666666666,628.3333333333334,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2020-07-01,3117.0,1474.0,782.0,698,727,565,684,690,553,345726,144712,186428,15957105,108.0,104.1,1198.86,99.6,0.83,108.02,99.9,91.8,7,2601.0,2674.0,516.0,1272.0,1221.0,202.0,782.0,839.0,0.0,558.0,625.0,140.0,605.0,616.0,122.0,595.0,644.0,-30.0,568.0,593.0,116.0,693.0,568.0,-3.0,564.0,676.0,-11.0,297033.0,231116.0,48693.0,176821.0,146515.0,-32109.0,126677.0,95791.0,59751.0,16975416.0,14780447.0,-1018311.0,104.0,89.0,4.0,104.9,89.6,-0.8000000000000114,1207.83,1230.06,-8.970000000000027,99.0,98.5,0.5999999999999943,0.85,0.88,-0.020000000000000018,103.34,91.33,4.679999999999993,99.9,99.9,0.0,88.4,91.3,3.3999999999999915,6.0,5.0,1.0,1322.3333333333333,649.3333333333334,650.3333333333334,2797.3333333333335,627.0,615.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
2020-08-01,3290.0,1561.0,809.0,759,780,557,802,758,594,233363,112142,130477,15832054,108.1,107.8,1186.26,100.4,0.83,120.07,99.9,95.8,8,3117.0,2601.0,173.0,1474.0,1272.0,87.0,782.0,782.0,27.0,698.0,558.0,61.0,727.0,605.0,53.0,565.0,595.0,-8.0,684.0,568.0,118.0,690.0,693.0,68.0,553.0,564.0,41.0,345726.0,297033.0,-112363.0,144712.0,176821.0,-32570.0,186428.0,126677.0,-55951.0,15957105.0,16975416.0,-125051.0,108.0,104.0,0.09999999999999432,104.1,104.9,3.700000000000003,1198.86,1207.83,-12.599999999999909,99.6,99.0,0.8000000000000114,0.83,0.85,0.0,108.02,103.34,12.049999999999997,99.9,99.9,0.0,91.8,88.4,4.0,7.0,6.0,1.0,1435.6666666666667,704.0,713.6666666666666,3002.6666666666665,671.6666666666666,684.6666666666666,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
2020-09-01,3145.0,1513.0,769.0,768,796,528,804,869,524,342494,138828,191374,14669281,108.2,108.1,1177.65,101.1,0.91,123.0,99.9,103.0,9,3290.0,3117.0,-145.0,1561.0,1474.0,-48.0,809.0,782.0,-40.0,759.0,698.0,9.0,780.0,727.0,16.0,557.0,565.0,-29.0,802.0,684.0,2.0,758.0,690.0,111.0,594.0,553.0,-70.0,233363.0,345726.0,109131.0,112142.0,144712.0,26686.0,130477.0,186428.0,60897.0,15832054.0,15957105.0,-1162773.0,108.1,108.0,0.10000000000000853,107.8,104.1,0.29999999999999716,1186.26,1198.86,-8.6099999999999,100.4,99.6,0.6999999999999886,0.83,0.83,0.08000000000000007,120.07,108.02,2.930000000000007,99.9,99.9,0.0,95.8,91.8,7.200000000000003,8.0,7.0,1.0,1516.0,767.6666666666666,772.3333333333334,3184.0,741.6666666666666,763.3333333333334,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2020-10-01,3084.0,1507.0,745.0,765,834,458,725,807,441,336283,135809,194893,15532675,111.5,108.9,1141.93,101.7,0.91,119.25,99.9,104.1,10,3145.0,3290.0,-61.0,1513.0,1561.0,-6.0,769.0,809.0,-24.0,768.0,759.0,-3.0,796.0,780.0,38.0,528.0,557.0,-70.0,804.0,802.0,-79.0,869.0,758.0,-62.0,524.0,594.0,-83.0,342494.0,233363.0,-6211.0,138828.0,112142.0,-3019.0,191374.0,130477.0,3519.0,14669281.0,15832054.0,863394.0,108.2,108.1,3.299999999999997,108.1,107.8,0.8000000000000114,1177.65,1186.26,-35.72000000000003,101.1,100.4,0.6000000000000085,0.91,0.83,0.0,123.0,120.07,-3.75,99.9,99.9,0.0,103.0,95.8,1.0999999999999943,9.0,8.0,1.0,1527.0,803.3333333333334,811.3333333333334,3173.0,764.0,777.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,3127.0,1542.0,730.0,749,791,415,773,798,413,324476,143884,187882,17007529,108.1,107.4,1115.2,102.4,0.97,123.52,99.8,103.8,11,3084.0,3145.0,43.0,1507.0,1513.0,35.0,745.0,769.0,-15.0,765.0,768.0,-16.0,834.0,796.0,-43.0,458.0,528.0,-43.0,725.0,804.0,48.0,807.0,869.0,-9.0,441.0,524.0,-28.0,336283.0,342494.0,-11807.0,135809.0,138828.0,8075.0,194893.0,191374.0,-7011.0,15532675.0,14669281.0,1474854.0,111.5,108.2,-3.4000000000000057,108.9,108.1,-1.5,1141.93,1177.65,-26.730000000000018,101.7,101.1,0.7000000000000028,0.91,0.91,0.05999999999999994,119.25,123.0,4.269999999999996,99.9,99.9,-0.10000000000000853,104.1,103.0,-0.29999999999999716,10.0,9.0,1.0,1520.6666666666667,807.0,824.6666666666666,3118.6666666666665,760.6666666666666,767.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,3324.0,1504.0,790.0,737,689,462,813,771,451,296906,133375,174756,16321842,114.3,107.7,1094.5,103.0,0.97,153.07,99.8,104.3,12,3127.0,3084.0,197.0,1542.0,1507.0,-38.0,730.0,745.0,60.0,749.0,765.0,-12.0,791.0,834.0,-102.0,415.0,458.0,47.0,773.0,725.0,40.0,798.0,807.0,-27.0,413.0,441.0,38.0,324476.0,336283.0,-27570.0,143884.0,135809.0,-10509.0,187882.0,194893.0,-13126.0,17007529.0,15532675.0,-685687.0,108.1,111.5,6.200000000000003,107.4,108.9,0.29999999999999716,1115.2,1141.93,-20.700000000000045,102.4,101.7,0.5999999999999943,0.97,0.91,0.0,123.52,119.25,29.549999999999997,99.8,99.9,0.0,103.8,104.1,0.5,11.0,10.0,1.0,1517.6666666666667,771.3333333333334,792.0,3178.3333333333335,750.3333333333334,770.3333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2021-01-01,3407.0,1587.0,370.0,870,849,483,818,821,449,314190,116550,192073,16426938,106.5,110.5,1099.03,103.7,0.98,166.74,99.7,100.4,1,3324.0,3127.0,83.0,1504.0,1542.0,83.0,790.0,730.0,-420.0,737.0,749.0,133.0,689.0,791.0,160.0,462.0,415.0,21.0,813.0,773.0,5.0,771.0,798.0,50.0,451.0,413.0,-2.0,296906.0,324476.0,17284.0,133375.0,143884.0,-16825.0,174756.0,187882.0,17317.0,16321842.0,17007529.0,105096.0,114.3,108.1,-7.799999999999997,107.7,107.4,2.799999999999997,1094.5,1115.2,4.529999999999973,103.0,102.4,0.7000000000000028,0.97,0.97,0.010000000000000009,153.07,123.52,13.670000000000016,99.8,99.8,-0.09999999999999432,104.3,103.8,-3.8999999999999915,12.0,11.0,-11.0,1544.3333333333333,776.3333333333334,796.6666666666666,3286.0,785.3333333333334,801.3333333333334,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2021-02-01,3092.0,1341.0,457.0,790,771,500,735,730,463,260781,101734,159520,17333044,95.1,99.2,1112.31,104.3,1.0,162.33,99.6,106.2,2,3407.0,3324.0,-315.0,1587.0,1504.0,-246.0,370.0,790.0,87.0,870.0,737.0,-80.0,849.0,689.0,-78.0,483.0,462.0,17.0,818.0,813.0,-83.0,821.0,771.0,-91.0,449.0,451.0,14.0,314190.0,296906.0,-53409.0,116550.0,133375.0,-14816.0,192073.0,174756.0,-32553.0,16426938.0,16321842.0,906106.0,106.5,114.3,-11.400000000000006,110.5,107.7,-11.299999999999997,1099.03,1094.5,13.279999999999973,103.7,103.0,0.5999999999999943,0.98,0.97,0.020000000000000018,166.74,153.07,-4.409999999999997,99.7,99.8,-0.10000000000000853,100.4,104.3,5.799999999999997,1.0,12.0,1.0,1477.3333333333333,769.6666666666666,774.0,3274.3333333333335,799.0,788.6666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-01,3098.0,1429.0,428.0,843,792,549,790,844,404,333869,141582,194562,16974606,116.2,113.5,1131.06,105.0,1.13,166.74,99.6,104.0,3,3092.0,3407.0,6.0,1341.0,1587.0,88.0,457.0,370.0,-29.0,790.0,870.0,53.0,771.0,849.0,21.0,500.0,483.0,49.0,735.0,818.0,55.0,730.0,821.0,114.0,463.0,449.0,-59.0,260781.0,314190.0,73088.0,101734.0,116550.0,39848.0,159520.0,192073.0,35042.0,17333044.0,16426938.0,-358438.0,95.1,106.5,21.10000000000001,99.2,110.5,14.299999999999997,1112.31,1099.03,18.75,104.3,103.7,0.7000000000000028,1.0,0.98,0.1299999999999999,162.33,166.74,4.409999999999997,99.6,99.7,0.0,106.2,100.4,-2.200000000000003,2.0,1.0,1.0,1452.3333333333333,804.0,798.3333333333334,3199.0,834.3333333333334,781.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
2021-04-01,3277.0,1472.0,444.0,778,783,540,786,801,396,323672,136180,175015,19750657,126.7,122.3,1118.32,105.7,1.14,178.25,99.6,105.3,4,3098.0,3092.0,179.0,1429.0,1341.0,43.0,428.0,457.0,16.0,843.0,790.0,-65.0,792.0,771.0,-9.0,549.0,500.0,-9.0,790.0,735.0,-4.0,844.0,730.0,-43.0,404.0,463.0,-8.0,333869.0,260781.0,-10197.0,141582.0,101734.0,-5402.0,194562.0,159520.0,-19547.0,16974606.0,17333044.0,2776051.0,116.2,95.1,10.5,113.5,99.2,8.799999999999997,1131.06,1112.31,-12.740000000000009,105.0,104.3,0.7000000000000028,1.13,1.0,0.010000000000000009,166.74,162.33,11.509999999999991,99.6,99.6,0.0,104.0,106.2,1.2999999999999972,3.0,2.0,1.0,1414.0,782.0,791.6666666666666,3155.6666666666665,803.6666666666666,770.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,3196.0,1426.0,444.0,832,806,566,820,794,406,256333,124802,153524,17556939,114.2,114.2,1123.39,106.4,1.13,202.86,99.5,104.5,5,3277.0,3098.0,-81.0,1472.0,1429.0,-46.0,444.0,428.0,0.0,778.0,843.0,54.0,783.0,792.0,23.0,540.0,549.0,26.0,786.0,790.0,34.0,801.0,844.0,-7.0,396.0,404.0,10.0,323672.0,333869.0,-67339.0,136180.0,141582.0,-11378.0,175015.0,194562.0,-21491.0,19750657.0,16974606.0,-2193718.0,126.7,116.2,-12.5,122.3,113.5,-8.099999999999994,1118.32,1131.06,5.070000000000164,105.7,105.0,0.7000000000000028,1.14,1.13,-0.010000000000000009,178.25,166.74,24.610000000000014,99.6,99.6,-0.09999999999999432,105.3,104.0,-0.7999999999999972,4.0,3.0,1.0,1442.3333333333333,793.6666666666666,813.0,3190.3333333333335,817.6666666666666,798.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021-06-01,3025.0,1298.0,453.0,737,768,534,638,672,367,325781,135497,183514,13874043,115.8,120.5,1121.99,107.0,1.3,215.82,100.0,103.9,6,3196.0,3277.0,-171.0,1426.0,1472.0,-128.0,444.0,444.0,9.0,832.0,778.0,-95.0,806.0,783.0,-38.0,566.0,540.0,-32.0,820.0,786.0,-182.0,794.0,801.0,-122.0,406.0,396.0,-39.0,256333.0,323672.0,69448.0,124802.0,136180.0,10695.0,153524.0,175015.0,29990.0,17556939.0,19750657.0,-3682896.0,114.2,126.7,1.5999999999999943,114.2,122.3,6.299999999999997,1123.39,1118.32,-1.400000000000091,106.4,105.7,0.5999999999999943,1.13,1.14,0.17000000000000015,202.86,178.25,12.95999999999998,99.5,99.6,0.5,104.5,105.3,-0.5999999999999943,5.0,4.0,1.0,1398.6666666666667,785.6666666666666,755.6666666666666,3166.0,782.3333333333334,748.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2021-07-01,3340.0,1421.0,536.0,844,825,552,790,732,421,297584,124042,181708,16186761,126.9,132.7,1145.14,107.1,1.42,214.34,100.0,106.9,7,3025.0,3196.0,315.0,1298.0,1426.0,123.0,453.0,444.0,83.0,737.0,832.0,107.0,768.0,806.0,57.0,534.0,566.0,18.0,638.0,820.0,152.0,672.0,794.0,60.0,367.0,406.0,54.0,325781.0,256333.0,-28197.0,135497.0,124802.0,-11455.0,183514.0,153524.0,-1806.0,13874043.0,17556939.0,2312718.0,115.8,114.2,11.100000000000009,120.5,114.2,12.199999999999989,1121.99,1123.39,23.15000000000009,107.0,106.4,0.09999999999999432,1.3,1.13,0.11999999999999988,215.82,202.86,-1.4799999999999898,100.0,99.5,0.0,103.9,104.5,3.0,6.0,5.0,1.0,1381.6666666666667,799.6666666666666,732.6666666666666,3187.0,804.3333333333334,749.3333333333334,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021-08-01,3298.0,1309.0,609.0,822,730,652,812,744,472,234963,106796,130213,19312241,121.5,123.5,1161.1,107.1,1.41,162.09,100.1,107.5,8,3340.0,3025.0,-42.0,1421.0,1298.0,-112.0,536.0,453.0,73.0,844.0,737.0,-22.0,825.0,768.0,-95.0,552.0,534.0,100.0,790.0,638.0,22.0,732.0,672.0,12.0,421.0,367.0,51.0,297584.0,325781.0,-62621.0,124042.0,135497.0,-17246.0,181708.0,183514.0,-51495.0,16186761.0,13874043.0,3125480.0,126.9,115.8,-5.400000000000006,132.7,120.5,-9.199999999999989,1145.14,1121.99,15.959999999999809,107.1,107.0,0.0,1.42,1.3,-0.010000000000000009,214.34,215.82,-52.25,100.0,100.0,0.09999999999999432,106.9,103.9,0.5999999999999943,7.0,6.0,1.0,1342.6666666666667,774.3333333333334,716.0,3221.0,801.0,746.6666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
